Date	Name	Source	Tweets	TweetCount	SusDomainTweets	SusUserTweets	PeakIQR
20220414	Brian Kemp	SusDomain	Trump-backed super PAC misses in attack onand fraud in Georgia elections.; OL'KNOWS what will help him keep his job as Governor in Georgia 🇺🇸😎 Who wants to pay extra money for a piece of paper from the Government?? If we still believe in America we have to keep this right!!; Trump PAC Sends $500,000 to Group Working to Defeat Gov. Kemp in Georgia Primaryvia; Oust Brian Kemp! via	1072.0	9.0	12.0	1.5
20220414	Josh Shapiro	SusDomain	WAKE UP! READ 👇🏽👇🏿👇🏻🧯Only BIDEN can 🛑🏛SCOTUS from incinerating!⏰DEMAND✍🏻NOW22SAVE🔑will🐝basis 4Fundamental Right2☎️📖👇🏼Re🦜; WAKE UP! READ 👇🏽👇🏿👇🏻🧯Only BIDEN can 🛑🏛SCOTUS from incinerating!⏰DEMAND✍🏻NOW22SAVE🔑will🐝basis 4Fundamental Right2☎️📖👇🏼Re🦜; you will see more of these types of prosecutions.; READ THIS👇🏿👇🏻👇🏽 Then☎️🧯Only BIDEN can 🛑🏛SCOTUS from incinerating!⏰All pro-choice protests DEMAND✍🏻NOW22SAVE🔑will🐝basis 4Fundamental Right📖👇🏼Re🦜; WAKE UP! READ 👇🏽👇🏿👇🏻🧯Only BIDEN can 🛑🏛SCOTUS from incinerating!⏰DEMAND✍🏻NOW22SAVE🔑will🐝basis 4Fundamental Right2☎️📖👇🏼Re🦜; If you want more Bidenism in Pennsylvania, then vote for josh shapiro.Otherwise, do the right thing.REMEMBER NOVEMBEROH HELL NO SHAPIROBiden Hits Lowest Approval Ratings Of His Presidency In Two More Polls; no josh,it’s too late to switch parties for YOUR own good. The SS Democratic Party is dead in the water and sinking fast.REMEMBER NOV OH HELL NO SHAPIROMajor Problems For Democrats in 2022	3244.0	8.0	55.0	3.0
20220414	Rebecca Kleefisch	SusDomain	Where’s your shovel?; Make sure to brag about the “eighth wonder of the world”; Where’s your shovel?	694.0	3.0	6.0	1.5
20220415	Katie Hobbs	SusDomain	"Studies show babies feel pain during abortions as early as 12 weeks.; Look at the pictures ⬇️&amp; tell me this is 'healthcare'.How are you to protect the people of AZ if you can't defend life and protect these viable, premature human beings?Aborted babies discovered in DC may indicate infanticide after attempted abortions; No it’s not.; WILL FERRELL, WHAT IS THIS?; No it’s not.; No it’s not.; It is all a circle jerk of money for you, IT IS NOT HEALTH CARE.You prey on uniformed women using emotional heart string tugs like ""my body my choice"" etc, and then when you get the evil (which they regret the rest of their lives)...You turn a profit!; It is all a circle jerk of money for you, IT IS NOT HEALTH CARE.You prey on uniformed women using emotional heart string tugs like ""my body my choice"" etc, and then when you get the evil (which they regret the rest of their lives)...You turn a profit!"	8627.0	9.0	10.0	3.0
20220415	Rob Astorino	SusDomain	NJ women's prison inmates pregnant after sex with transgender prisoner Let me fix this headline Man with penis impregnates two female prisonersvia; NJ women's prison inmates pregnant after sex with transgender prisoner Let me fix this headline Man with penis impregnates two female prisonersvia; Your tweet was quoted in an article by Post	191.0	3.0	5.0	4.0
20220415	Stacey Abrams	SusDomain	You meanhas to abide by the law? Why do libs like her think they can sidestep election laws?; FACT: Its Warnock, Ossoff, Dickens and soon Abrams. Democrate run cities:; FACT: Its Warnock, Ossoff, Dickens and soon Abrams. Democrate run cities:; Judge rejects NUTJOB Stacey Abrams’ 👧🏽 bid for unlimited campaign contributions It’s NOT an all-you-can-eat buffet, Big Stace! There are RULES. Hasconceded the GA race yet? No. No she hasn’t. LOLOLOLvia; FACT: Its Warnock, Ossoff, Dickens and soon Abrams. Democrate run cities:; Judge rejects NUTJOB Stacey Abrams’ 👧🏽 bid for unlimited campaign contributions It’s NOT an all-you-can-eat buffet, Big Stace! There are RULES. Hasconceded the GA race yet? No. No she hasn’t. LOLOLOLvia	3652.0	9.0	24.0	1.5
20220416	Beto O'Rourke	SusDomain	"Why is the Biden administration conspiring to facilitate illegal immigration?👇; ""On that Drive, There Was More than Enough Evidence of Wrongdoing in the Ukraine Under the Previous [Obama] Administration"" - Exclusive with John Paul Mac Isaac - Computer Repairman Who Handled Hunter Biden's Laptopvia; Beto O‘Rourke: Gov. Abbott‘s ‘War on Women‘ Is ‘Very Bad for Texas‘via- IF THAT LIE DOESN’T WORKYOU CAN ALWAYS PLAY THE RACE CARD.; Beto O‘Rourke: Gov. Abbott‘s ‘War on Women‘ Is ‘Very Bad for Texas‘via- IF THAT LIE DOESN’T WORKYOU CAN ALWAYS PLAY THE RACE CARD.; This is also unnecessary 👇; ""Texas child welfare workers are resigning” 💋; READ THIS👇🏿👇🏻👇🏽 Then ☎️🧯Only BIDEN can 🛑🏛SCOTUS from incinerating! ⏰All pro-choice protests DEMAND✍🏻NOW22SAVE🔑will🐝basis 4Fundamental Right 📖👇🏼Re🦜; Why is the Biden administration conspiring to facilitate illegal immigration?👇; This is also unnecessary 👇; READ THIS👇🏿👇🏻👇🏽 Then ☎️🧯Only BIDEN can 🛑🏛SCOTUS from incinerating! ⏰All pro-choice protests DEMAND✍🏻NOW22SAVE🔑will🐝basis 4Fundamental Right 📖👇🏼Re🦜"	34365.0	26.0	253.0	3.0
20220416	Kathy Hochul	SusDomain	Hochul slams Ron DeSantis for 'smiling' while signing into law 15-week abortion banviayou just love seeing people die. You’re a horrible human being. You love when people get shot on the subway and you love murdering kids. RESIGN.; Your tweet was quoted in an article by Post; Queens principal booted for fraud will get nice paycheck for 7 yearsviayou fire people for not getting the vax, but this guy gets to keep his. You people are pathetic.; This money should go to the whistleblowers.; Queens principal booted for fraud will get nice paycheck for 7 yearsviayou fire people for not getting the vax, but this guy gets to keep his. You people are pathetic.; Your tweet was quoted in an article by Post; This money should go to the whistleblowers.; Your tweet was quoted in an article by Post; Queens principal booted for fraud will get nice paycheck for 7 yearsviayou fire people for not getting the vax, but this guy gets to keep his. You people are pathetic.	980.0	9.0	5.0	1.5
20220417	Kevin Stitt	SusDomain	"“If you want people to be disenfranchised, make them all vote by mail,” said J. Christian Adams, a member of the U.S. Commission on Civil Rights. “Ballots get lost, ballots get destroyed, ballots get hidden by postmen.""; 2. Trump was RIGHT not to trust Dr. Fauci or the CDC who both worked WITH the WUHAN LAB on GAIN-OF-FUNCTION testing.His DUTY was to question.; Here's the thing... Islam is several different sects in different countries.Oddly enough, the WORST human rights ABUSES come from the Wahhabi Salafi sect... which, oddly enough was started by the British.; WTF!?!: Oklahoma State University hosts ‘Drag Queen Story Hour’ for kids as young as 2-years-old! ! !!!💀!✊🏼✊🏾✊🦁🌎‼️via; “If you want people to be disenfranchised, make them all vote by mail,” said J. Christian Adams, a member of the U.S. Commission on Civil Rights. “Ballots get lost, ballots get destroyed, ballots get hidden by postmen."""	475.0	6.0	1.0	1.5
20220418	Greg Abbott	SusDomain	.Melissa Lucio is scheduled to be executed on April 27 for a crime that never occurred. Please grant Ms. Lucio clemency and prevent an irreversible injustice. Please prevent this unfair act of execution!; The president doesn't control company prices. Its not just the gas companies. Meat producers saw 300% increase in profits yet still raising prices. Bernie Sanders does have some ideas on how to put an end to corporate greed.; TW: execution, violenceMelissa Lucio is scheduled to be executed on April 27 for a crime that never occurred. Please grant Ms. Lucio clemency and prevent an irreversible injustice.; The president doesn't control company prices. Its not just the gas companies. Meat producers saw 300% increase in profits yet still raising prices. Bernie Sanders does have some ideas on how to put an end to corporate greed.; Please take ONE MINUTE and call. We have just 9 days to stop the execution offor a crime that never occurred. PLEASE call now and tell him to grant Melissa clemency: 956-446-2866.; Texas invested billions into Gov. Greg Abbott’s border security operation. But the state’s claim of success has been based on shifting metrics that included arrests with no connection to the border.; Your Pledge reand using AZ NG et al to CLOSE AZ border - please tellwhy you agree w Ken C. Is there an invasion in your eyes?; Yo, Gov Abbott, You be Lying, again. Here is what you Republicans are!; is a classic role model for allGoverners. Too bad they are not strong leaders like DeSantis! Most are smoke and mirrors likeand LETTING all of those illegals in our country.; TW: execution, violenceMelissa Lucio is scheduled to be executed on April 27 for a crime that never occurred. Please grant Ms. Lucio clemency and prevent an irreversible injustice.	22113.0	171.0	70.0	1.5
20220418	Kristi L. Noem	SusDomain	The Secker family has their signs up around Mobridge, do you?Reserve yours today ⬇️; The Secker family has their signs up around Mobridge, do you?Reserve yours today ⬇️	598.0	15.0	2.0	4.0
20220418	Richard Michael DeWine	SusDomain	"Ohio Dad reads explicit content from the book ""Gender Queer"" found in the School Library aloud…; Ohio Dad reads explicit content from the book ""Gender Queer"" found in the School Library aloud to the Hudson School Board.As usual 🦗🦗🦗from"	247.0	3.0	2.0	1.5
20220418	Rob Astorino	SusDomain	Ifcan't win the Republican primary, there is no where to run from groomers.; Ok, so why not meet them, put them on another plane or bus and ship to DC?; Interestingsodoing it the Dems way??? Alison Esposito opens up on being NY's first openly gay lieutenant gov candidatevia	164.0	3.0	8.0	4.0
20220418	Stacey Abrams	SusDomain	America as we know it would cease to exist; Last Tuesday, Wisconsinites went to the polls in thousands of local elections. Here's what happened.; Last Tuesday, Wisconsinites went to the polls in thousands of local elections. Here's what happened.; America as we know it would cease to exist; Increased Her Net Worth 3,000% in Less than 4 Years - What Is the Real Source of Her Income?; Increased Her Net Worth 3,000% in Less than 4 Years - What Is the Real Source of Her Income?	11210.0	6.0	66.0	1.5
20220419	Josh Shapiro	SusDomain	Might want to catch up:; Might want to catch up:; Care to explain why you intentionally lie to yourself and do you think lying to yourself is a act of love; Care to explain why you intentionally lie to yourself and do you think lying to yourself is a act of love; There are hundreds of articles out there just like this one...; 🧯Only BIDEN can 🛑🏛SCOTUS from incinerating!⏰ Pro-choice Protesters TELL✍🏻NOW22SAVE🔑will🐝basis 4Fundamental RightSoWin👇🏽☎️📖👇🏼Re🦜; Josh are you going to go after big Pharma over the unsafe Jab	5834.0	7.0	63.0	3.0
20220419	Kevin Stitt	SusDomain	"Let this sink in ...""That's $900,000 per job that Oklahoma is offering to pay the company.""; Your name is mentioned in this article. Thisis conning the OK ppl out of $ this game was played in another stateOklahoma governor asks for billions to fund unnamed corporation — and says he'll reveal the details after cash is given; Your name is mentioned in this article. Thisis conning the OK ppl out of $ this game was played in another stateOklahoma governor asks for billions to fund unnamed corporation — and says he'll reveal the details after cash is given; ""If we can land some of these major, major companies and some of these investments, it will have a generational impact on the state of. The supply chain that will follow is just unbelievable."" —|; ☠️👴Putin's nightmare exposed as thousands of Russians flee - country teeters on brink! 😯| .🇬🇧 |➡➡ Old McMoochn'; Your name is mentioned in this article. Thisis conning the OK ppl out of $ this game was played in another stateOklahoma governor asks for billions to fund unnamed corporation — and says he'll reveal the details after cash is given"	1145.0	6.0	5.0	1.5
20220420	Greg Abbott	SusDomain	.Melissa Lucio is scheduled to be executed in a week for a crime that never occurred. Please grant this innocent mother clemency.; 🚨👀|pagará precio político por la frontera:; And Texas Governordoesn't say a word about this? Thank God I live in Florida where Governorcalls out this type of bullshit every single day! Onlyspeaks out.; .Ms. Lucio did not know her disabled daughter fell down the steps. 24hrs: the little girl fell asleep and did not wake up. Ms. Lucio, a fantastic mother is being sentenced to death for murdering her child.Last say is 4/25; Melissa Lucio is scheduled to be executed on April 27 for a crime that never occurred. Please grant Ms. Lucio clemency and prevent an irreversible injustice.; pagará precio político por decisiones enadvierte; Ifandwant us to quit accusing them of being RINOs then why are they organizing events to honor disgraced RINOs?; 🇺🇸📣 Gobernador deAMENAZÓ con restablecer revisión a camiones, causando ESTRAGOS a Méxicoretomaría las minuciosas medidas de seguridad, si no se hace más para detener la crisis migratoria.; GOD BLESS&amp;; .advirtió que está preparado para reiniciar el programa sino hace más para detener la inmigración ilegal.	12470.0	194.0	50.0	1.5
20220420	Janet T. Mills	SusDomain	Emergency Strategic Petroleum Reserve Release is going to... Europe?,,,did you consent to this and are you happy with this, as representatives for Mainers struggling with ramping energy costs?; Most Mainers can expect $850 checks in the mail assigns $1.2 billion supplemental budget; Most Mainers can expect $850 checks in the mail assigns $1.2 billion supplemental budget	121.0	5.0	6.0	4.0
20220420	Ned Lamont	SusDomain	Phase I of our Model Curricula is Live!Visit&amp; read more about the launch:; Phase I of our Model Curricula is Live!Visit&amp; read more about the launch:Thanks tofor hosting us,for joining us, &amp; all of our educational stakeholders collaborating on the development and rollout!; Phase I of our Model Curricula is Live!Visit&amp; read more about the launch:Thanks tofor hosting us,for joining us, &amp; all of our educational stakeholders collaborating on the development and rollout!; Phase I of our Model Curricula is Live!Visit&amp; read more about the launch:Thanks tofor hosting us,for joining us, &amp; all of our educational stakeholders collaborating on the development and rollout!; If you support this, you are an extremist. Period.	946.0	5.0	14.0	1.5
20220421	Charlie Crist	SusDomain	"P.S. Everyone is saying ""I'm not happy about Charlie."" He can't win for the lack of enthusiasm.; How incredibly ""stunning and brave"" of. Once a coward, always a coward.via…; This is where you expose yourself as another corrupt politician. You know full well this will force Disney to pay more in taxes yet you will run with a lie to deceive the people you want to ""serve"".; How incredibly ""stunning and brave"" of. Once a coward, always a coward.via; Voters Tweet your Congressmen/ women and the President and say NO to mask mandates...CDC Gives DOJ Greenlight to Appeal Ruling that Ended Mask Mandate; We have every single tool you need to bein 2022! Start here by checking your registration status; We have every single tool you need to bein 2022! Start here by checking your registration status; Tell us something we don't know, and maybe you'll get some serious contributions; How incredibly ""stunning and brave"" of. Once a coward, always a coward.via…; How incredibly ""stunning and brave"" of. Once a coward, always a coward.via"	22911.0	13.0	131.0	4.0
20220421	Steve Sisolak	SusDomain	Nevada, under's leadership, is taking big steps to decrease climate pollution. But to meet our climate goals, more action is needed. Here’s what Nevada can do:; I pray you two 🤡's are handed your well deserved; Nevada County Commissioner Accused of Destroying Evidence Amid Allegations of ‘Quid Pro Quo’ Scheme WithGov.; Don't miss theSmall Business Resource Fair at! Enjoy welcome remarks from, then connect &amp; network, participate in learning workshops, &amp; discover the resources you need to succeed in your career. Details:; Remember when Sisolak wasn't a corrupt politician? Trick Question, he was always a corrupt politician!; Don't miss theSmall Business Resource Fair at! Enjoy welcome remarks from, then connect &amp; network, participate in learning workshops, &amp; discover the resources you need to succeed in your career. Details:; Nevada, under's leadership, is taking big steps to decrease climate pollution. But to meet our climate goals, more action is needed. Here’s what Nevada can do:; I see you followhere’s a update on that 🤡 and the other 🤡; Remember when Sisolak wasn't a corrupt politician? Trick Question, he was always a corrupt politician!; Surely this is only the tip of the giant ice berg?	808.0	10.0	12.0	3.0
20220422	Kevin Stitt	SusDomain	"CRT 🙄; There has never been a shortage of GOP willing to sell out ideological &amp; party interests to secure tribal support. Becauseis financially self-sufficient, tribes don’t have the usual leverage over him...and they don't like that; ""A trove of e-mails on Hunter Biden’s infamous laptop — the existence of which was exclusively reported by The Post in October 2020 — found that he played a role in helping a California defense contractor analyze killer diseases and bioweapons in Ukraine.""; Hey Kevvie....was Madison down at mar a pedo when you were there last week....any orgy action ??; here's one hot off the presses..GOP pervs...; For those who don't believe that Public Libraries have a MARXIST AGENDA."	478.0	6.0	1.0	1.5
20220423	Stacey Abrams	SusDomain	Isn't this an admission of involvement in Jan 6th In Her Own Words:;  💥 💥 2020 ELECTION’s Advance Voting poll closing tapes are: 💥FRAUDULENT 💥UN-CERTIFIED 💥UNSIGNED 💥UN-CHECKED 311,000 BALLOTS that no court could LEGALLY accept; This is MtG in her own words admitting her engagement in the insurrection:; Isn't this an admission of involvement in Jan 6th In Her Own Words:;  💥 💥 2020 ELECTION’s Advance Voting poll closing tapes are: 💥FRAUDULENT 💥UN-CERTIFIED 💥UNSIGNED 💥UN-CHECKED 311,000 BALLOTS that no court could LEGALLY accept	1743.0	7.0	40.0	1.5
20220424	Greg Abbott	SusDomain	Everything’s bigger in Texas….especially your screw ups.; ⁦ ⁩ Exclusive Footage: Biden Leaves Holes in Border Wall, Creating Ideal Path for Illegal Aliens; ⁦ ⁩ Exclusive Footage: Biden Leaves Holes in Border Wall, Creating Ideal Path for Illegal Aliens; Angry over Mexico's remarks, Abbott threatens to reinstate stunt that cost state $4 billionWhat a fukcing asshole. . .; 2 days! 1 click call👇🏽 Stop Texasexecuting an innocent mom TUESDAY! Melissa Lucio scheduled to be executed on April 27 for a crime that never occurred. Please grant Ms. Lucio clemency and prevent an irreversible injustice.; When you have a silly thinking thug in control likeYou just might spend millions on stupid silly things. And because he's a little boyhe just might try for revenge and cost the tax payers even more.; .is a joke when he claims to be “pro life”. Texas is about to execute an innocent woman for a crime that never occurred; Execution 2 DAYS Texas!👇🏽 Call 1 click!🙏Melissa Lucio scheduled execution April 27 for a crime that never occurred Coerced-no evidence! Please grant Lucio clemency-prevent irreversible injustice; .is a joke when he claims to be “pro life”. Texas is about to execute an innocent woman for a crime that never occurred; ⁦ ⁩ Exclusive Footage: Biden Leaves Holes in Border Wall, Creating Ideal Path for Illegal Aliens	6289.0	214.0	35.0	4.0
20220424	Kathy Hochul	SusDomain	Cuomo killed thousands.doesn’t care.; Cuomo killed thousands.doesn’t care.	223.0	7.0	1.0	1.5
20220425	David Perdue	SusDomain	The bigly takeaway from last night's Georgia R-primary candidates' debate was thatis the pusher-man: Recklessly selling you a lot of pure smack. Outright lies. If he had 1 ounce of personality, he might be dangerous.; GOP LIES! Jared Kushner ‘privately admitted’ his father-in-law’s election lies were bogus: Jared Kushner, Trump’s son-in-law, and senior White House aide privately admitted that a lot of what Trump’s lawyers were pushing was a fraud and farce.; GOP LIES! Jared Kushner ‘privately admitted’ his father-in-law’s election lies were bogus: Jared Kushner, Trump’s son-in-law, and senior White House aide privately admitted that a lot of what Trump’s lawyers were pushing was a fraud and farce.; 3. CONT'D Uihlein is a maj Trump supporter and a key player in WI and IL. politics. Among his political donations: $800,000 in Sept. 2020 to the Tea Party Patriots politi. action cmte, a grp. that helped org. the Jan. 6 rally that led to the Capitol insur.; WHAT IS THIS??Crooked Raffensperger Certified the Stolen 2020 Election, Now He's Unilaterally Hired Salesforce, Headed by WEF Board Trustee, to Run GA's Voter Rolls Going Forwardvia; 2. funded by billionaire Richard Uihlein, founder of the mammoth Wisconsin-based packaging supply company Uline. A descendant of one of the founders of the Joseph Schlitz Brewing Company,CONTINUES BELOW; ⏰ Countdown to participate 🏆 Crypto Contest: StadioPlus 👉✅ NFT Level 1 for ALL participants ✅ Big Prizes in Cryptocurrencies XCB ✅ Prizes for the Top 25 Portfolios Join us here: Telegram; 2. funded by billionaire Richard Uihlein, founder of the mammoth Wisconsin-based packaging supply company Uline. A descendant of one of the founders of the Joseph Schlitz Brewing Company,CONTINUES BELOW; Florida opens investigation into dark-money group key to ‘ghost’ candidate scandal; : Special Assignment: Election Theft? VIDEO REPORT A deep dive into the 2020 election — exposing several acts of lawlessness and deception that led to Joe Biden's alleged electoral victory on Nov. 3.	12679.0	21.0	88.0	4.0
20220425	Stacey Abrams	SusDomain	IT’S ABOUT THE ELECTION FRAUD YOU CHAMPIONED! ⚠️☠️🤨 A STOLEN ELECTION: State Totals Minus Illegal Ballot Trafficking Numbers Give President Trump Decisive Victories in AZ, GA, MI, PA, and WI; Cheat.; Really?? Base on what?; Blowing the LID's off the 2020 Election. D'Souza Film 2000Mules this week. MySonHunter coming soon. RIGGED NOW.. Certainly as more &amp; more evidence piles up on the Biden Family Crookedness the Truth is OUT; Blowing the LID's off the 2020 Election. D'Souza Film 2000Mules this week. MySonHunter coming soon. RIGGED NOW.. Certainly as more &amp; more evidence piles up on the Biden Family Crookedness the Truth is OUT; IT’S ABOUT THE ELECTION FRAUD YOU CHAMPIONED! ⚠️☠️🤨 A STOLEN ELECTION: State Totals Minus Illegal Ballot Trafficking Numbers Give President Trump Decisive Victories in AZ, GA, MI, PA, and WI; Debbie - I agree. I wonder what Abrams will say after “2000 Mules” exposes the fraud that she seems to have been a part of. 🤔 ; You lying cheating sack of….; Really?? Base on what?; .would be a refreshing change for Georgia vs the Republican fascists trying to out lie and out hate each other.—&gt; If elections are about the future, Georgia's gubernatorial race suggests Republicans are screwed	16474.0	10.0	158.0	1.5
20220302	Henry McMaster	SusUsers	The CDC is going overboard. The mask requirements and mandates in the classroom are going too far.; I recently wrote a letter to U.S. Secretary of Defense, Lloyd Austin urging him to rescind the federal vaccine mandate o…; The CDC is going overboard. The mask requirements and mandates in the classroom are going too far.; Great meeting with representatives from Clemson University today and members of their men’s soccer team.Congratulatio…; Thank you for stopping by yesterday and for the signed soccer ball from the team.You make South Carolina proud!; The CDC is going overboard. The mask requirements and mandates in the classroom are going too far.	491.0	18.0	9.0	4.0
20220302	Kathy Hochul	SusUsers	You need to get rid of the corrupt Bragg.; As a prelude to removingfrom Trump-related investigations for his gross dereliction of dut…; You need to get rid of the corrupt Bragg.; No better way to start Women's History Month than seeing two women leaders making history withat his first.…; I believe thatneeds to have another meeting w/. As NY Governor, she has the…; You need to get rid of the corrupt Bragg.; As a prelude to removingfrom Trump-related investigations for his gross dereliction of dut…	5009.0	9.0	41.0	4.0
20220302	Kim Reynolds	SusUsers	"The President and Democrats have been “ignoring the issues facing Americans or making them worse.”; Retweet 🔁 if you're excited for GovernorGOP response to State of the Union!; . : Americans are ""tired of the theater"" and ""waiting for the insanity to stop."" ""Where politicians do one thing…; What's your response to to these two imbeciles; To try and stay in power, Trump attempted to extort Ukrainian President Zelenskyy by withholding military aid and was impeached, the Republican Party refused to convict. “I would like you to do us a favor, though” GOP is the. 🎥 Vote Vets; . : “The Biden Administration believes inflation is ‘a high-class problem.’ I can tell you it’s an everybod…; What's your response to to these two imbeciles; Lauren Boebert and Marjorie Taylor Greene should be expelled immediately for their absolutely disgusting attack tonight. They both should never be allowed to run for office ever again. They should have no platform anywhere. And no role in public life in general. They’re horrible.; To try and stay in power, Trump attempted to extort Ukrainian President Zelenskyy by withholding military aid and was impeached, the Republican Party refused to convict. “I would like you to do us a favor, though” GOP is the. 🎥 Vote Vets; Iowa families are struggling. Instead of going on TV and doing nothing to help them,should sup…"	31347.0	43.0	140.0	4.0
20220302	Sarah Huckabee Sanders	SusUsers	No matter what Joe Biden says tonight, this administration has destroyed every thing they have touched. The American peo…; No apology from Biden tonight for Democrat mandates and shutdowns that hurt so many. When I’m governor, we will keep sch…; It’s a long way to go until November, but a red wave is building across the country.Let’s do this Arkansas!; It’s a long way to go until November, but a red wave is building across the country.Let’s do this Arkansas!; No matter what Joe Biden says tonight, this administration has destroyed every thing they have touched. The American peo…; .- who is a bigger threat to America?or Vladimir Putin?; No apology from Biden tonight for Democrat mandates and shutdowns that hurt so many. When I’m governor, we will keep sch…	8873.0	2.0	21.0	3.0
20220303	Ron DeSantis	SusUsers	".- the French are standing up to Putin. Insult any kids today?; Eric try this; So whilewas bullying HS kids in Hillsborough county, the CDC COVID-19 County Check says the community le…; In addition, it's been picked as an editor's choice in nonfiction. And history. Please set up one of those Game of Thrones, Re…; Can you say “Obstruction of an Official Proceeding” and “ Conspiracy to Defraud the United States” ??🎥 StrikePac; I don’t care where you stand on masks, whatdid today at that school was a completely asshole thing to do.…; And just like that,raises 18 days worth of donation…; The political science show cannot go on. It’s curtain call for COVID theater.; Gov.: ""If you listen to [Democrats], they never supported all these policies that were so destructive. Now…; 2000 Americans are dying of covid every day andis bullying and endangering school children."	19433.0	22.0	69.0	1.5
20220303	Steve Sisolak	SusUsers	Byron Osbern,member in MI, is all-in on clean energ…; .is proudly supporting’ clean energy and climate agenda. “Inwe are well on our way to achieving 50%…; Climate advocate Niha Elety said to heal our planet we need to transiti…; “It’s thrilling to be advancing clean energy investments when there is close alignment and…; Climate advocate Niha Elety said to heal our planet we need to transiti…; Michael Nobel ofin MN is optimistic thanks to’ age…; Donnel Baird ofwants his 6-year-old to have the chance to have childre…; Climate advocate Niha Elety said to heal our planet we need to transiti…; “It’s thrilling to be advancing clean energy investments when there is close alignment and…; Byron Osbern,member in MI, is all-in on clean energ…	1076.0	1.0	26.0	4.0
20220304	Richard Michael DeWine	SusUsers	And they claim to support law enforcement, while they pass bills like this that put all LEOs a…; There is no such thing as Constitutional carry.It is a marketing term made up to make laws like this sound less dead…; There is no such thing as Constitutional carry.It is a marketing term made up to make laws like this sound less dead…	392.0	1.0	7.0	1.5
20220307	Kathy Hochul	SusUsers	To LGBTQ+ children across the country who are fearful about the future: You belong. You are loved. You are welcome in New…; This guy walked up &amp; down lockedcar to assault riders. After, he charged at me on the street &amp; tried to force me…; Return it.; Return it.	1356.0	11.0	15.0	1.5
20220308	Beto O'Rourke	SusUsers	No Texas teacher should have to work a second or third job just to make ends meet.; No Texas teacher should have to work a second or third job just to make ends meet.; They threatened us not to share that one corporation made $2.4 billion before their top executive turned around and cut Ab…; They don't want us to share that the order to keep power prices at the MAX price as millions of Texans froze came straight…; Our amazing teachers are underpaid by $7,500 a year. That ends when we win. We’ll raise teacher pay and have the backs of…; While Abbott tries to divide us, the people of Texas are focused on uniting this state around a shared vision for great jo…; Robert Frances O’Rourke is a Marxist incompetent joke. A looked rich elite America hater!Even the Democrat partyrejected him in the primaries as worthless.; Lies get louder the more guilty they are.; College Station! See you tomorrow at 12:30. Hope you’ll join us at West Church Market for our Aggies for Beto Town Hall.…; While Abbott and his big corporate donors look out for one another, we are looking out for the people of Texas.	56302.0	11.0	319.0	3.0
20220308	Kristi L. Noem	SusUsers	A strong American President that put their citizens first would take these six actions right now:1. Restart and expedite…; South Dakota gas prices…Last year - $2.75 Last month - $3.27 Last week - $3.43 Today - $3.70Restarting Keystone XL and…; @; Remind me again how a pipeline to transport Canadian oil to the Gulf for export to foreign countries somehow bene…; @; Oh, really? Explain how Keystone XL - a pipeline designed to deliver Canadian oil to the Gulf of Mexico for e…; A sanction on Russian oil MUST be met with a boost in American energy production. Cutting off Putin’s American piggy bank j…; And Biden didn't even cancel it, a judge did. The trump administration failed to do the proper wor…; And Biden didn't even cancel it, a judge did. The trump administration failed to do the proper wor…; @	10657.0	3.0	24.0	3.0
20220308	Ron DeSantis	SusUsers	Of course. We already knewcouldn’t care less about the people of FL, so i…; Today studentan organizer with was suspended from his Florida high school for organizing a walkout in oppo…; So if my son went to school in Florida, he would not be allowed to mention his father? How does this work exactly?; Today studentan organizer with was suspended from his Florida high school for organizing a walkout in oppo…; Dear— I welcome to to drink this beer 🍺 of the man being spit on. No? Well, you’re spitting on the graves…; Gay Gay Gay Gay Gay GayGay Gay Gay Gay Gay Gay Gay Gay Gay Gay Gay GayGay Gay Gay Gay Gay Gay Gay Gay Gay Gay Gay GayG…; I want to put this to bed…Theis NOT limited to Kin…; This father stands up for kids - and tells FL govto buzz off and stop bullying kids about wearing masks. Hi…; Gay Gay Gay Gay Gay GayGay Gay Gay Gay Gay Gay Gay Gay Gay Gay Gay GayGay Gay Gay Gay Gay Gay Gay Gay Gay Gay Gay GayG…; So if my son went to school in Florida, he would not be allowed to mention his father? How does this work exactly?	10159.0	4.0	44.0	1.5
20220310	Kim Reynolds	SusUsers	“With a victory in November, we can ensure that Iowa remains a beacon of freedom, liberty, and unlimited prosperity,” Reyno…; 🚨BREAKING: Iowa Governorhas signed a bill to ban men from competing in women's sports.; An utterly clueless tweet. However, on brand.; Public schools are a central part of our communities. By continuing to fail them,has shown that she only…; Iowans believe our kids deserve a quality education, no matter what they look like or where they call home. But…; It's apparent that no one in theorever read The Jungle. Food safety rules exist for a reason. Theis necessary to protect public health. Stupidity will be the death of America.means. This isn't.; It's apparent that no one in theorever read The Jungle. Food safety rules exist for a reason. Theis necessary to protect public health. Stupidity will be the death of America.means. This isn't.; Iowans take pride in a hard day's work, buthas gone out of her way to call Iowans lazy and double down o…; It's apparent that no one in theorever read The Jungle. Food safety rules exist for a reason. Theis necessary to protect public health. Stupidity will be the death of America.means. This isn't.; Iowans take pride in a hard day's work, buthas gone out of her way to call Iowans lazy and double down o…	1922.0	8.0	20.0	4.0
